basketId,basketType,lat,lng
21010127,S,40.8424505353,-73.8440809304
11040047,S,40.8227968889,-73.9413981929
10430395,H,40.7585848546,-73.994468524
30910113,D,40.6708065949,-73.9621959474
50130151,H,40.6311703633,-74.1307525438
41040032,R,40.6495227255,-73.8335919263
10210283,S,40.7248506756,-73.9939469055
30510003,R,40.6780095066,-73.8908624159
10510516,H,40.751111653,-73.9914653543
20520046,R,40.8560290132,-73.9012095759
41120037,R,40.762571331,-73.7702136608
21110095,S,40.8498534067,-73.8530012487
40710042,S,40.7637857244,-73.8277038044
40230017,H,40.7461065048,-73.9441425111
30820166,R,40.6737336651,-73.9537620925
10230078,H,40.7367015234,-73.9970447966
41150039,S,40.7422886075,-73.7533360513
10110107,H,40.7034778479,-74.010209184
10510259,H,40.7460901657,-73.9844122808
40830043,S,40.7383689056,-73.8182216406
40940094,S,40.6907229239,-73.8237984888
20430045,R,40.8407022885,-73.9220494843
10740073,S,40.7908903315,-73.9691890797
30910050,S,40.6655628904,-73.950683897
11220235,S,40.8447960567,-73.9335725163
20940081,D,40.809847394,-73.8506339998
30830077,S,40.6695959997,-73.9312251086
40230106,H,40.7416183474,-73.9207588827
11240105,S,40.8649804244,-73.9215544175
20820135,S,40.8787246462,-73.9047121301
50220100,R,40.5741112594,-74.1089998255
40610004,R,40.7316566795,-73.8588661644
30210219,C,40.6898191384,-73.9811193382
30610029,S,40.6778320695,-74.0119523274
20510048,H,40.8573354878,-73.9093510038
10840020,S,40.7793717939,-73.9596977229
40220006,H,40.743633233,-73.9192981488
10130179,R,40.7180161423,-74.0087554064
10630081,H,40.7562601875,-73.9616892256
10750001,S,40.7984665612,-73.9685988544
31420009,S,40.6411050006,-73.9642072512
40110014,S,40.7752733873,-73.9138849558
10220023,S,40.7354052065,-74.0051328345
30410041,R,40.7032855394,-73.9305671829
30420050,R,40.6970908448,-73.9155885375
10730178,S,40.7834742524,-73.9746424902
40320041,S,40.7475717478,-73.8856533679
10520149,H,40.7572784844,-73.9804987703
10340209,H,40.729491246,-73.9894772139
10220030,R,40.7348452129,-74.0022447464
50110066,S,40.6195083201,-74.0990460389
10620011,H,40.7500646433,-73.9722817272
10840103,S,40.7806363578,-73.9565355146
20620143,S,40.8447197816,-73.885399645
30810209,D,40.6743836045,-73.9702340254
50210093,R,40.598685426,-74.0779206452
31540043,S,40.5841146904,-73.9390554753
20530078,C,40.8619693416,-73.8949495969
21230023,R,40.8870065342,-73.8611975514
11040288,D,40.8267382948,-73.9405518769
20910019,S,40.828347025,-73.8798546728
10420260,S,40.7459938251,-73.9976630657
10830032,H,40.7745072843,-73.9573664713
20310120,R,40.8338538526,-73.8962240381
41040035,R,40.6604319873,-73.830428089
10820201,H,40.7679940893,-73.9621413196
20720152,D,40.8746794941,-73.8832676975
41330008,H,40.717606737,-73.7375466046
50220012,R,40.5699151268,-74.1080971327
20430010,H,40.8433294114,-73.9140437083
41120027,R,40.7651783963,-73.7715978152
10110005,C,40.7051863404,-74.0061962608
31750049,S,40.6417247571,-73.932994555
10520532,H,40.7565586059,-73.976876084
10820047,R,40.7669200089,-73.9563900078
31550054,D,40.5975844623,-73.9652243335
41420271,D,40.5975630519,-73.7673190217
40710087,H,40.760657972,-73.8308421202
30740038,S,40.6396871527,-74.0161869663
11120067,R,40.7943328976,-73.9339221076
41250016,S,40.6915047712,-73.7620968562
40710009,H,40.7593639735,-73.8302344764
41210051,H,40.7059156261,-73.7942320035
10230240,H,40.7392301042,-74.0040038178
10130025,S,40.7186559257,-74.0065315896
10920133,S,40.8185651476,-73.9558690156
30210260,C,40.6918691634,-73.9821493062
11010441,H,40.8012124428,-73.9572125324
11120168,S,40.7966984638,-73.9474141482
30210240,C,40.6914786867,-73.9870416555
20940058,R,40.8223239576,-73.8485318014
41160002,H,40.7535320365,-73.756957939
10520330,H,40.7492243592,-73.9859840429
30410153,S,40.7050792793,-73.9253254995
10510022,H,40.7397788572,-73.9869805917
40110036,D,40.7781089684,-73.9257794823
41150033,S,40.7492318023,-73.7550530893
30630029,S,40.6810829587,-73.9755543448
10920154,S,40.8217865254,-73.9535127371
20830094,D,40.8893192301,-73.8977467714
10850038,H,40.7870069894,-73.9541240639
50130169,S,40.6250537014,-74.1467920417
30330067,S,40.6807776701,-73.9378092536
10220073,H,40.7267219465,-73.9958985513
11010343,R,40.8049772058,-73.9571054837
20720008,S,40.8705324049,-73.8863169602
30650066,S,40.6672960322,-73.9915394304
10710038,S,40.7754149699,-73.9873924352
10620325,H,40.7492167683,-73.9724246079
21220034,S,40.8848887017,-73.862410214
31610047,S,40.6574436363,-73.914253671
31520010,R,40.6002862213,-73.9445947627
10720101,S,40.7797583879,-73.9768115796
30830160,S,40.6722003792,-73.9254288471
30650059,S,40.6701973257,-73.9852175022
10110194,S,40.7085940439,-74.0024817918
41230037,R,40.7013113039,-73.8029198585
10330104,R,40.7246829627,-73.9902439838
30610022,S,40.6772736257,-74.0132555992
21110033,H,40.8456340061,-73.8632334893
40610037,S,40.7328249612,-73.8493106099
40320077,S,40.7501552961,-73.8817367105
21210073,S,40.8769724228,-73.8644575371
30640018,S,40.6732515358,-73.9760137384
30430027,H,40.6904973939,-73.9079759542
11220182,S,40.8501110274,-73.938424189
31320183,S,40.5816963931,-73.9601710753
21030068,R,40.829669227,-73.8249110468
20120043,S,40.8123840832,-73.9061635455
10220095,S,40.7348016076,-74.0029940745
10510340,R,40.7494306804,-73.995177876
10850100,H,40.7861114955,-73.9551756915
10430343,H,40.7666071024,-73.9969192367
40510005,R,40.7237296807,-73.8999910453
20110122,S,40.812010897,-73.9234350938
40910068,S,40.6818135996,-73.8551782005
11240157,S,40.8685537227,-73.9242867274
31210088,S,40.6250871251,-73.9919904629
40710149,S,40.7497312657,-73.8259940484
31620129,S,40.6768175042,-73.9133930523
40120025,R,40.7745932536,-73.90816603
11220048,S,40.848091789,-73.932560636
10810279,H,40.7621645121,-73.9598481691
40330120,S,40.7500984456,-73.8619716874
10820013,R,40.7697659869,-73.9542789292
20830084,R,40.8866374354,-73.8997337176
11040164,S,40.8190842058,-73.9444082335
10750092,S,40.8010042888,-73.9687381902
41380024,R,40.6680766492,-73.751805689
20830112,D,40.8905734687,-73.8974195106
40710129,S,40.7534943406,-73.8271914946
10710146,H,40.7745965726,-73.9805458377
20710017,H,40.8677719966,-73.9001062662
10850148,R,40.7782212611,-73.9481314842
30810136,S,40.6813662965,-73.9744842978
41210153,S,40.7043814223,-73.792519426
10220258,S,40.7329498219,-74.0042041162
10220153,H,40.7298047196,-73.9940507992
31610040,H,40.6613944551,-73.9156304492
31750035,S,40.6421213826,-73.9320785866
10620070,H,40.7427806287,-73.9804924505
10710193,S,40.7747975806,-73.9878346649
31240035,S,40.6282396325,-73.9881182564
10840004,R,40.7768224044,-73.9496750098
11230228,D,40.8619061182,-73.9303740558
20120083,R,40.8072272093,-73.9178512867
40710111,S,40.7610686096,-73.8303672278
10320024,R,40.7210145831,-73.9867411752
20120065,S,40.8166497345,-73.907818648
40540034,R,40.7027093669,-73.8687055856
31620180,D,40.679073282,-73.916192789
10510381,H,40.7529094538,-73.9926502172
21010002,S,40.8470784971,-73.7861477397
31030096,R,40.6256464344,-74.0409203513
31730084,S,40.6526062327,-73.923079181
11210104,S,40.840850357,-73.9359618828
10920056,S,40.8142512518,-73.9604114216
31030006,S,40.6193722802,-74.0282554431
10510073,H,40.73739578,-73.9965097653
10810055,H,40.7677751262,-73.9623055219
31520002,S,40.6001615776,-73.9426893988
41140028,H,40.7739661847,-73.7419016905
41210225,H,40.7019079155,-73.8074433629
10430166,S,40.7690991087,-73.9845632824
40710131,R,40.75264909,-73.8268052563
10930166,R,40.8308605917,-73.9468560058
20520066,R,40.8508973348,-73.907411275
10220351,R,40.7331621186,-74.0065843934
30830112,R,40.6724751669,-73.9309021228
10510480,H,40.7431916583,-73.9880870504
10930053,S,40.8294895028,-73.9416833388
11220219,R,40.849518448,-73.9360997124
10850197,H,40.7782814101,-73.94515205
40930041,S,40.6955253732,-73.8406149195
11230098,S,40.8556154855,-73.9309192991
10750213,S,40.7966455281,-73.9679850605
10510104,S,40.7371791029,-73.9882618096
50120033,S,40.6377669755,-74.1126064995
40410010,S,40.7430278407,-73.8827237961
50120134,R,40.6430606592,-74.0772403542
31020068,H,40.6249854394,-74.0246293377
10510395,H,40.7501339014,-73.9880927727
10920027,S,40.8165346284,-73.958005373
40160043,H,40.7556834036,-73.9236566296
50110123,S,40.6242101267,-74.0801015487
20420033,R,40.8336921011,-73.9161073961
11120111,S,40.7953665208,-73.9442131877
30820171,R,40.6765707823,-73.9469002587
10750190,S,40.7997203029,-73.9622656394
40520062,H,40.7010157996,-73.9002086486
40810045,R,40.7257516711,-73.7910208239
10610163,S,40.7414638401,-73.9830729411
40730012,S,40.7641202917,-73.828594596
10410075,R,40.7387546228,-73.999755983
10510095,H,40.740072866,-73.9845508621
10920011,S,40.811016903,-73.9526675372
11230013,S,40.8507242553,-73.9292622832
40620064,R,40.7077038215,-73.8512032425
41370012,R,40.6651246644,-73.7349965782
31030046,S,40.6215136787,-74.0320670208
10330026,R,40.7218560233,-73.9806572872
41420264,D,40.5878134736,-73.8104054524
20530100,R,40.8557599226,-73.9005060819
41150026,H,40.7489263126,-73.756358307
31210002,S,40.6262080245,-73.9939115433
10520543,H,40.7553479215,-73.9760077337
20810058,D,40.8737245804,-73.8986271236
50110149,S,40.6237049415,-74.0829854028
21010048,H,40.8529717518,-73.8268620387
20110060,S,40.8217299303,-73.9148943619
10210397,S,40.7244658377,-74.0058072543
30220101,S,40.6881400789,-73.9896570039
10110292,C,40.7091169018,-74.0075259698
10520810,H,40.7594121775,-73.9763621116
10620316,H,40.7514172142,-73.9742332124
20120061,S,40.8096733503,-73.917758196
10130314,S,40.7167965018,-74.011762095
11010251,S,40.8032825363,-73.9490638945
30720046,S,40.6515020996,-74.0039485795
41270047,S,40.6672784913,-73.7575185359
41420303,D,40.5828254023,-73.8183549175
20620032,R,40.8486764079,-73.8895048359
20620010,S,40.8414670203,-73.8861886818
10110310,C,40.7038303833,-74.0090065485
30330149,H,40.6797358933,-73.9405045274
11110110,S,40.7879546476,-73.9415775387
30230036,H,40.6875107653,-73.9599357457
50120221,S,40.6348518645,-74.1063637853
10930101,S,40.8281759332,-73.9451705344
10130232,S,40.7196074927,-74.0104604768
21210012,S,40.877359425,-73.8659705192
50110043,R,40.6375767834,-74.0770412021
10930156,R,40.8317189539,-73.9469083823
30520085,S,40.6842719016,-73.8704495475
40710103,R,40.7583736862,-73.8256835431
50350013,S,40.5584514336,-74.1984272196
21030076,S,40.8368050999,-73.8336907279
31010038,R,40.6327294089,-74.0274136368
30420133,R,40.6986080744,-73.913339355
10110397,C,40.7139254816,-74.0118736885
40330079,S,40.7497292996,-73.8657172608
10320166,R,40.722879838,-73.9928454085
31020014,H,40.6287409041,-74.0226963432
10730227,H,40.7886319041,-73.9765952371
50340001,S,40.5278342935,-74.164358594
20420093,R,40.83193472,-73.9150973683
20310041,R,40.8229711323,-73.9032443798
40720020,S,40.7398091976,-73.8153142774
11220012,S,40.849463816,-73.931995023
10920067,S,40.8183769632,-73.9512211906
10520793,H,40.7566391763,-73.9762011544
21250004,S,40.9042496058,-73.8494501532
30650027,R,40.6673245815,-73.9809626614
10930203,S,40.8237135165,-73.948411594
50130047,S,40.6119501316,-74.1218525857
10840202,R,40.7787654901,-73.9542764803
11120176,S,40.8004093469,-73.9442469147
10220032,S,40.7358441234,-74.0049606887
30810035,S,40.6764368849,-73.9637724216
30640103,R,40.6708853393,-73.9779917722
31010055,S,40.6361274345,-74.022650364
40230146,D,40.7409928609,-73.9221581726
31120004,S,40.6121083038,-73.9834706283
31410072,S,40.6491186009,-73.9641830751
41420056,S,40.5839838578,-73.8234048858
40920048,S,40.6914676821,-73.8670503735
40140024,S,40.7667266786,-73.9206362369
10130171,S,40.7178649141,-74.0058804465
40150039,S,40.7582758121,-73.9171020705
10740145,S,40.7939831454,-73.9718940765
31120001,S,40.6083698363,-73.987344528
10740102,S,40.7941017539,-73.9631646502
40620004,S,40.7276086518,-73.8642141979
41370031,H,40.6739011505,-73.7293592608
10230202,H,40.7305758563,-73.9908359917
31320200,S,40.5758327317,-73.9902137432
11010279,R,40.8085766221,-73.9482780381
30310090,H,40.6961937386,-73.940436578
41330031,S,40.7159891221,-73.7463837701
10430181,S,40.7647672869,-73.9845914072
30920040,R,40.6629480938,-73.9506624628
30810148,H,40.6742925515,-73.9568104297
10430219,S,40.764397763,-73.9848405662
41330004,H,40.7190992321,-73.7356272556
20210098,S,40.8212121156,-73.8936725935
41210176,R,40.7097841609,-73.7948673649
20920046,R,40.8339454134,-73.8772949719
10410159,H,40.7403965859,-74.0023036968
30430095,S,40.6919168734,-73.9065632798
30210315,D,40.6960971305,-73.9973409186
30210305,H,40.7014101166,-73.9875883482
20410096,R,40.825326542,-73.9237992288
10210277,S,40.7297478715,-74.0081782303
10430097,S,40.7678745209,-73.9934519134
21030047,S,40.8236692278,-73.8196093432
10510617,H,40.7399100564,-73.9851971622
11040058,S,40.8225516839,-73.9387336122
20310156,R,40.8328215823,-73.9046559609
40420035,S,40.7418459866,-73.8807099567
10510413,C,40.753825196,-73.991990192
40230016,H,40.7463506351,-73.9436347546
31150068,D,40.5976907591,-73.9995816661
30810055,S,40.6775980085,-73.9588446925
40610098,R,40.7327216945,-73.8568965501
31010017,H,40.6341936821,-74.0204868149
40820049,H,40.7105585507,-73.7938473863
21120095,D,40.8630951008,-73.8701476838
41230081,R,40.7039081812,-73.7861204772
10620216,R,40.74789566,-73.9788534241
30540006,S,40.6618882115,-73.8933834747
30910136,D,40.6692409454,-73.9418795941
41420238,S,40.5946205846,-73.7847338268
10810016,H,40.7640536973,-73.9670774406
10130216,R,40.7181160704,-74.0010501762
10810212,H,40.7640859703,-73.9644583921
10210150,S,40.71894985,-73.9966816541
20610006,H,40.8612273661,-73.8908888925
11010327,R,40.8025459484,-73.9564928823
10330077,R,40.7249926802,-73.986959503
20730090,S,40.8824560769,-73.8805186043
20410020,R,40.8262673892,-73.9178150199
30540102,S,40.6634900963,-73.8890818712
31750064,S,40.6417878251,-73.9291429841
20420007,R,40.831543117,-73.9217022088
10420186,S,40.7492311577,-74.0033580176
10820021,R,40.7684928211,-73.9552198398
40910027,R,40.6844228039,-73.845946883
11230041,R,40.8579992528,-73.9321491964
20710038,H,40.863980208,-73.8955223781
20210055,S,40.8191929511,-73.9015129979
20620132,S,40.8509183514,-73.8941098552
20310141,R,40.8310990622,-73.9010112067
11030192,R,40.8101654146,-73.9397580736
40710033,S,40.7605658942,-73.8282378905
21130063,D,40.8670904262,-73.8700064985
41360027,H,40.6781404361,-73.7457057103
20520057,S,40.8505632024,-73.907529802
21010152,S,40.8438784934,-73.8453353557
11110159,S,40.7936605465,-73.9450562743
30210057,S,40.7037474529,-73.9904403843
40710168,R,40.7609197128,-73.8270831275
31140021,S,40.6070447656,-74.0026790549
10310214,R,40.7153018041,-74.0005587451
30830025,S,40.6748623093,-73.9303534813
40610035,S,40.732146566,-73.8488729772
10620289,H,40.7438425841,-73.9741385357
10330047,R,40.7243204694,-73.9815718507
41110030,S,40.7658119899,-73.7897479093
20710138,D,40.862568475,-73.9045152391
30630047,S,40.6795179734,-73.9785366944
10930073,S,40.824899768,-73.9463077028
30230050,S,40.68680204,-73.9772138017
10510427,C,40.7531732424,-73.9855499251
10420289,S,40.7447080978,-73.9954785221
10750144,S,40.8015097318,-73.9646642705
10430315,S,40.7672287814,-73.9896456761
20110063,S,40.8180878693,-73.9249117952
30540050,S,40.6557968354,-73.8881290845
21130049,D,40.8697512647,-73.8525302004
31120036,S,40.6145128704,-73.9950355514
31730016,H,40.6554437475,-73.9305497522
41210181,S,40.7112317661,-73.7911122738
31870045,H,40.6097738032,-73.9315706357
21110079,H,40.85377558,-73.8679304316
20620155,H,40.8438484173,-73.8772246638
30230084,R,40.6865124334,-73.9745963866
31620085,R,40.6837361204,-73.9144731785
11120132,R,40.7987177342,-73.9413342965
30540112,D,40.6655464402,-73.8858529963
11130004,R,40.8045786886,-73.9374879367
31410046,S,40.654959238,-73.9599435353
20720096,S,40.8709341308,-73.8861841182
40750032,S,40.7771313205,-73.8464155236
31520086,S,40.6085473346,-73.9570926344
11210152,S,40.8339133724,-73.9410234079
40940078,S,40.7071656096,-73.8313124283
30540068,R,40.6646268423,-73.8937570485
50130145,S,40.6295419591,-74.1231223257
30740072,S,40.6391256747,-74.0199321405
11010394,S,40.8085015759,-73.9527868059
10710078,H,40.7718791652,-73.9818867762
10630251,R,40.751695134,-73.9673012351
20810043,D,40.8739333018,-73.8982423428
40330036,S,40.7568091307,-73.8714556539
31320248,R,40.5768546596,-73.9658344737
20510062,R,40.8539453715,-73.9086138312
20420024,R,40.8361502879,-73.9226047334
10630035,H,40.7569277824,-73.9718208012
10520556,H,40.7571220316,-73.9801356668
21130034,S,40.8657580197,-73.8633653035
11010451,D,40.8038782308,-73.9523059027
30130008,R,40.7249307824,-73.9479641325
20210022,S,40.8265324224,-73.8898679446
40840012,S,40.7301133267,-73.8107115781
10410006,S,40.7451776338,-74.0025534688
10810197,H,40.7604969728,-73.9586558454
30150077,C,40.7013920409,-73.9433049451
20420074,R,40.8338680664,-73.9166783372
40430009,S,40.7491719883,-73.8676333728
10820210,H,40.7658840481,-73.9571596188
41160046,R,40.7511029469,-73.7573887539
30620009,R,40.6818853441,-73.9963196848
40620021,S,40.7198580352,-73.8447984555
21220015,S,40.8764779609,-73.8489067008
31510059,H,40.6044355007,-73.971174444
11110187,R,40.7873482581,-73.9538340792
10750142,H,40.8017610366,-73.9644584925
50130045,S,40.6243884497,-74.1382596217
11220124,S,40.8461970049,-73.9339229126
30910018,S,40.6677983637,-73.9592360877
10630192,S,40.7539628134,-73.971834436
10340094,R,40.7321697081,-73.9882456846
10730021,R,40.7868291579,-73.9774440594
11230108,S,40.854948021,-73.9293597184
10620223,R,40.7445489723,-73.9758261833
40720010,S,40.7432804183,-73.8253989039
30110002,S,40.7324703578,-73.9544357417
40150054,S,40.7630691155,-73.9136846764
11210141,R,40.8351674084,-73.9401070087
10430158,S,40.7608212604,-73.9988154079
20110198,R,40.8195552006,-73.9131924859
41150020,S,40.7404488004,-73.7588062731
10720106,S,40.7851232289,-73.9793524523
10130093,S,40.717494946,-74.0056622956
30420120,R,40.6899479961,-73.9225892857
20120028,S,40.8155432787,-73.9064831147
40410076,S,40.7467036602,-73.8911568318
30130070,D,40.7254667121,-73.9442223264
10430357,S,40.761744716,-74.0008991168
20510086,R,40.8462866389,-73.9167170474
40220118,H,40.7482471064,-73.9386275625
10420297,H,40.7529634143,-73.9947272058
30730057,S,40.6399854957,-74.0046149891
30720071,S,40.6651963471,-73.9898870365
31110035,S,40.6202580811,-73.9887365631
40940106,S,40.7025428699,-73.8176854165
20520114,R,40.8524438469,-73.9083552767
30120059,R,40.7133068357,-73.9618499424
10230128,H,40.7316333795,-73.9945455406
10220155,S,40.7346533222,-74.0085794329
41310007,S,40.7356629661,-73.7153020419
30420037,R,40.6972510165,-73.9154011409
40710167,S,40.7579308071,-73.8344490462
30740044,S,40.6383434121,-74.0176219925
20710089,H,40.8626367191,-73.8974649524
10330094,R,40.724610459,-73.9872073579
10610175,R,40.7346292394,-73.9858569246
30220058,S,40.6909738023,-73.9937881897
50120233,D,40.6354268479,-74.0945582736
31410011,S,40.6422743861,-73.962512184
10510117,S,40.7380653516,-73.9902688951
11230120,S,40.8500988443,-73.9297019803
20110276,D,40.815659847,-73.9216588917
10110047,S,40.7152053071,-74.0099416945
10820078,R,40.7682991676,-73.9589548272
20610114,R,40.8586070432,-73.8931119948
10220253,R,40.7357709602,-74.0008152526
30220211,C,40.6904914271,-73.9853448253
11130017,S,40.8013592137,-73.934819596
11040161,S,40.8205045866,-73.9438613679
10730152,S,40.7860039665,-73.972762323
10340026,R,40.7257350816,-73.9804824856
31550051,D,40.5955901998,-73.9648539563
20310006,H,40.8239666734,-73.9090236177
10850233,H,40.7806328683,-73.9499607769
10750114,S,40.7998819665,-73.9588563155
10830139,S,40.7749636588,-73.9633408257
30230055,R,40.6857461343,-73.9727591345
30730039,S,40.6475532744,-74.0110744915
20810055,D,40.8799324357,-73.9013551901
40210056,S,40.7498013753,-73.8991453922
10740151,R,40.7972050702,-73.9703114053
31040057,H,40.6234603575,-74.0038467568
10750138,S,40.7965494535,-73.9628235649
10710134,H,40.7786573087,-73.982256328
31030027,S,40.6177285809,-74.033193627
10340142,R,40.7317585575,-73.9900397744
50130178,D,40.612956029,-74.1215865266
20930062,D,40.8374959355,-73.853635536
40540031,S,40.7120494344,-73.8876796335
10310201,R,40.7130388971,-73.9927940226
30910068,S,40.6673440253,-73.9509321758
31030038,S,40.6196304608,-74.0324105671
30310101,S,40.6940462328,-73.95908329
50120013,R,40.6305774675,-74.1045880705
41160041,R,40.74985617,-73.7573895894
10820119,H,40.7704612158,-73.9619414522
10330130,R,40.7274170674,-73.9882563772
20610079,R,40.8541812027,-73.8865870301
20940017,S,40.8325055775,-73.8633839217
10930159,R,40.8312135102,-73.9465815772
31030127,D,40.6116794961,-74.0349249409
30320087,R,40.6889974164,-73.9570270632
40750034,S,40.7787132414,-73.8459250174
10210114,S,40.7234878325,-73.9963702236
30210097,H,40.6946107553,-73.9942045544
41240007,S,40.6962613614,-73.7826453721
10340155,R,40.7276378945,-73.9795216858
31030043,S,40.6212264267,-74.031796292
10110313,C,40.704096825,-74.0105620659
41380064,H,40.6775138739,-73.7451133584
20910068,D,40.8275872546,-73.868940074
31250060,S,40.6477424532,-73.9733562643
20310224,D,40.8365058127,-73.8942757075
10630080,H,40.7566003714,-73.9614598853
31610155,S,40.67414038,-73.9168831165
10810237,H,40.7635721576,-73.959343573
41420290,D,40.5853059658,-73.8091962197
10610114,H,40.7404057776,-73.9833387747
10610057,S,40.7377901809,-73.9781660647
40930040,S,40.6959950418,-73.8389319238
50370020,S,40.5305734483,-74.1940900885
10410092,R,40.7480059153,-74.0073953815
41410045,S,40.5803136513,-73.837202026
40510010,R,40.7248041478,-73.8976611611
21230048,R,40.8921081508,-73.8577842019
40710098,H,40.7603078286,-73.8276576485
30640093,S,40.6706084824,-73.9853529846
20430027,R,40.8429286572,-73.9106260229
10620180,H,40.7488987937,-73.975531159
10830148,H,40.7711251104,-73.9473235275
50220027,R,40.5730844895,-74.1152533632
50120127,R,40.639421602,-74.0757904294
10420171,R,40.7483844153,-74.0033623346
10710199,H,40.7779499113,-73.9885213097
30920039,H,40.6623708988,-73.9346247583
11220285,S,40.8495120016,-73.9353823747
30710072,D,40.6596565706,-73.9764847226
10830166,R,40.7729958859,-73.9524695497
31520052,S,40.5995768962,-73.9511678293
10420017,H,40.753651896,-73.9963643928
30930020,S,40.6600339966,-73.9603762765
30930040,S,40.6605839242,-73.9344928792
20310093,S,40.8361414726,-73.8834600651
10330126,R,40.7225560392,-73.9863633005
50130129,S,40.6286181823,-74.1420528457
21250017,S,40.8880097848,-73.831007501
41030023,S,40.6748806731,-73.805580424
30810047,S,40.6716321007,-73.9610292482
11240181,D,40.8690743405,-73.9320261463
11240191,D,40.8696962046,-73.9216110155
10740133,S,40.7970104599,-73.9697065476
20820063,S,40.8833244677,-73.9014463094
20430074,R,40.8435294051,-73.913288757
50220028,R,40.5713263805,-74.111832004
10230102,R,40.7308370772,-73.9907189916
41210041,H,40.7061198917,-73.795535955
10820239,R,40.7651257535,-73.9552364607
20110018,R,40.8112577571,-73.9263709253
50350019,D,40.54913934,-74.1802096734
41420161,H,40.591932002,-73.7891371757
30220167,H,40.6913570163,-73.9978386792
20410012,R,40.825668471,-73.9236208878
40610031,R,40.7258581634,-73.8507742484
31040018,S,40.6157581842,-74.0124147176
20730056,H,40.8736629826,-73.8789865241
10430390,S,40.7700160417,-73.9881872545
10710021,H,40.7704865258,-73.9824306285
40210009,S,40.7459419307,-73.8982799839
10850172,R,40.7790699698,-73.9450625692
30740050,S,40.6350970506,-74.01025171
10710101,H,40.7705223275,-73.9835559376
40830115,S,40.7289185514,-73.8278144359
10910028,S,40.8130279092,-73.9562576227
40920023,S,40.6919855639,-73.8622764787
